*** This is nuXmv 2.0.0 (compiled on Mon Oct 14 17:48:12 2019)
*** Copyright (c) 2014-2019, Fondazione Bruno Kessler
*** For more information on nuXmv see https://nuxmv.fbk.eu
*** or email to <nuxmv@list.fbk.eu>.
*** Please report bugs at https://nuxmv.fbk.eu/bugs
*** (click on "Login Anonymously" to access)
*** Alternatively write to <nuxmv@list.fbk.eu>.

*** This version of nuXmv is linked to NuSMV 2.6.0.
*** For more information on NuSMV see <http://nusmv.fbk.eu>
*** or email to <nusmv-users@list.fbk.eu>.
*** Copyright (C) 2010-2019, Fondazione Bruno Kessler

*** This version of nuXmv is linked to the CUDD library version 2.4.1
*** Copyright (c) 1995-2004, Regents of the University of Colorado

*** This version of nuXmv is linked to the MiniSat SAT solver. 
*** See http://minisat.se/MiniSat.html
*** Copyright (c) 2003-2006, Niklas Een, Niklas Sorensson
*** Copyright (c) 2007-2010, Niklas Sorensson

*** This version of nuXmv is linked to MathSAT
*** Copyright (C) 2009-2019 by Fondazione Bruno Kessler
*** Copyright (C) 2009-2019 by University of Trento and others
*** See http://mathsat.fbk.eu

-- no counterexample found with bound 0
-- no counterexample found with bound 1
-- no counterexample found with bound 2
-- no counterexample found with bound 3
-- no counterexample found with bound 4
-- no counterexample found with bound 5
-- specification (((((((((((((((( G OAMConsumerPresent &  G OAMProducerPresent) &  G !OAMProducer1Approve) &  G !OAMProducer2Approve) &  G adversaryPresent) &  G !adversaryDiscoveryRequest) &  G !adversaryATRequest) &  G !adversaryServiceRequest) &  G updateLevelConsumer1 = 0) &  G updateLevelConsumer2 = 0) &  G updateLevelProducer1 = 0) &  G updateLevelProducer2 = 0) &  G !updateDiscoveryRequest) &  G !updateServiceRequest) &  G !updateATRequest) &  G ((((isNFServiceNFTypeConsistent & isOpNameOpScopeConsistent) & isOpNameNFServiceNameConsistent) & isOpNameParamConsistent) & isOpScopeAuthAttribConsistent)) ->  G (((s1.isNFDiscovered1 & s1.producer1.nfService1.allowedsNssais[1] != none) & s1.producer1.nfService1.allowedsNssais[2] = none) -> s1.producer1.nfService1.allowedsNssais[1] in s1.consumer.sNssais[1] union s1.consumer.sNssais[2]))    is false
-- as demonstrated by the following execution sequence
Trace Description: BMC Counterexample 
Trace Type: Counterexample 
    producer1.nfService1.operation1.param2.isParamVerified = TRUE
    producer1.nfService1.operation1.param2.isParamVerificationReq = FALSE
    producer1.nfService1.operation2.isParamVerified = TRUE
    producer1.nfService1.operation2.isOperationValid = TRUE
    producer1.nfService1.operation2.param1.isParamVerified = TRUE
    producer1.nfService1.operation2.param1.isParamVerificationReq = FALSE
    producer1.nfService1.operation2.param2.isParamVerified = TRUE
    producer1.nfService1.operation2.param2.isParamVerificationReq = FALSE
    producer2.isNFInstanceValid = FALSE
    producer2.nfService1.isServiceInstanceValid = FALSE
    producer2.nfService1.operation1.isParamVerified = FALSE
    producer2.nfService1.operation1.isOperationValid = FALSE
    producer2.nfService1.operation1.param1.isParamVerified = TRUE
    producer2.nfService1.operation1.param1.isParamVerificationReq = FALSE
    producer2.nfService1.operation1.param2.isParamVerified = TRUE
    producer2.nfService1.operation1.param2.isParamVerificationReq = FALSE
    producer2.nfService1.operation2.isParamVerified = FALSE
    producer2.nfService1.operation2.isOperationValid = FALSE
    producer2.nfService1.operation2.param1.isParamVerified = TRUE
    producer2.nfService1.operation2.param1.isParamVerificationReq = FALSE
    producer2.nfService1.operation2.param2.isParamVerified = TRUE
    producer2.nfService1.operation2.param2.isParamVerificationReq = FALSE
    s1.isOperationParametersAuthorized = FALSE
    s1.isServiceReqGranted = FALSE
    s1.isOpLevelATReqAuthorizedForProducer2 = FALSE
    s1.isOpLevelATReqAuthorizedForProducer1 = FALSE
    s1.isOpLevelATReqAuthorizedForSpecificProducer = FALSE
    s1.isServiceLevelATReqAuthorizedForProducer2 = FALSE
    s1.isServiceLevelATReqAuthorizedForProducer1 = FALSE
    s1.isServiceLevelATReqAuthorizedForSpecificProducer = FALSE
    s1.isOpLevelATReqAuthorized = FALSE
    s1.isAccessTokenReqAuthorized = FALSE
    s1.isNFDiscovered2 = FALSE
    s1.isNFDiscovered1 = FALSE
    s1.foundNF = FALSE
    s1.consumer.isNFInstanceValid = FALSE
    s1.consumer.nfService1.isServiceInstanceValid = FALSE
    s1.consumer.nfService1.operation1.isParamVerified = FALSE
    s1.consumer.nfService1.operation1.isOperationValid = FALSE
    s1.consumer.nfService1.operation1.param1.isParamVerified = TRUE
    s1.consumer.nfService1.operation1.param1.isParamVerificationReq = FALSE
    s1.consumer.nfService1.operation1.param2.isParamVerified = TRUE
    s1.consumer.nfService1.operation1.param2.isParamVerificationReq = FALSE
    s1.consumer.nfService1.operation2.isParamVerified = FALSE
    s1.consumer.nfService1.operation2.isOperationValid = FALSE
    s1.consumer.nfService1.operation2.param1.isParamVerified = TRUE
    s1.consumer.nfService1.operation2.param1.isParamVerificationReq = FALSE
    s1.consumer.nfService1.operation2.param2.isParamVerified = TRUE
    s1.consumer.nfService1.operation2.param2.isParamVerificationReq = FALSE
    s1.producer.isNFInstanceValid = FALSE
    s1.producer.nfService1.isServiceInstanceValid = FALSE
    s1.producer.nfService1.operation1.isParamVerified = FALSE
    s1.producer.nfService1.operation1.isOperationValid = FALSE
    s1.producer.nfService1.operation1.param1.isParamVerified = TRUE
    s1.producer.nfService1.operation1.param1.isParamVerificationReq = FALSE
    s1.producer.nfService1.operation1.param2.isParamVerified = TRUE
    s1.producer.nfService1.operation1.param2.isParamVerificationReq = FALSE
    s1.producer.nfService1.operation2.isParamVerified = FALSE
    s1.producer.nfService1.operation2.isOperationValid = FALSE
    s1.producer.nfService1.operation2.param1.isParamVerified = TRUE
    s1.producer.nfService1.operation2.param1.isParamVerificationReq = FALSE
    s1.producer.nfService1.operation2.param2.isParamVerified = TRUE
    s1.producer.nfService1.operation2.param2.isParamVerificationReq = FALSE
    s1.prod_at_consumer.isNFInstanceValid = FALSE
    s1.prod_at_consumer.nfService1.isServiceInstanceValid = FALSE
    s1.prod_at_consumer.nfService1.operation1.isParamVerified = FALSE
    s1.prod_at_consumer.nfService1.operation1.isOperationValid = FALSE
    s1.prod_at_consumer.nfService1.operation1.param1.isParamVerified = TRUE
    s1.prod_at_consumer.nfService1.operation1.param1.isParamVerificationReq = FALSE
    s1.prod_at_consumer.nfService1.operation1.param2.isParamVerified = TRUE
    s1.prod_at_consumer.nfService1.operation1.param2.isParamVerificationReq = FALSE
    s1.prod_at_consumer.nfService1.operation2.isParamVerified = FALSE
    s1.prod_at_consumer.nfService1.operation2.isOperationValid = FALSE
    s1.prod_at_consumer.nfService1.operation2.param1.isParamVerified = TRUE
    s1.prod_at_consumer.nfService1.operation2.param1.isParamVerificationReq = FALSE
    s1.prod_at_consumer.nfService1.operation2.param2.isParamVerified = TRUE
    s1.prod_at_consumer.nfService1.operation2.param2.isParamVerificationReq = FALSE
    s1.nfDiscoveryRequest.isNFDiscReqValid = FALSE
    s1.accessTokenRequest.isATReqValid = FALSE
    s1.accessToken.isTokenValid = FALSE
    s1.serviceRequest.isServiceRequestValid = FALSE
  -> State: 1.2 <-
    disableOptionalParams_AT = TRUE
    s1.consumer.model_id = 2
    s1.consumer.CCA_subject = 2
    s1.consumer.nfInstanceId = 2
    s1.consumer.nfType = nf_2
    s1.consumer.nfStatus = REGISTERED
    s1.consumer.load = 3
    s1.consumer.capacity = 3
    s1.consumer.priority = 3
    s1.consumer.nfService1.load = 3
    s1.consumer.nfService1.capacity = 3
    s1.consumer.nfService1.priority = 3
    s1.consumer.nfService1.serviceInstanceId = 21
    s1.consumer.nfService1.serviceName = service_4
    s1.consumer.nfService1.serviceStatus = REGISTERED
    s1.consumer.nfService1.operation1.allowedNFInstances[1] = 4
    s1.consumer.nfService1.operation1.opName = op_2
    s1.consumer.nfService1.operation1.opScope1 = service_4
    s1.consumer.nfService1.operation1.opScope2 = op_scope_8
    s1.consumer.nfService1.operation1.param1.name = UNSPECIFIED
    s1.consumer.nfService1.operation1.param1.value = 38
    s1.consumer.nfService1.operation1.param2.name = ueId
    s1.consumer.nfService1.operation1.param2.value = 32
    s1.consumer.nfService1.operation2.allowedNFInstances[1] = 2
    s1.consumer.nfService1.operation2.opName = op_1
    s1.consumer.nfService1.operation2.opScope1 = service_4
    s1.consumer.nfService1.operation2.opScope2 = op_scope_4
    s1.consumer.nfService1.operation2.param1.name = ueId
    s1.consumer.nfService1.operation2.param1.value = 36
    s1.initConsumer = TRUE
    s1.selectProducer = 1
    s1.selectConsumer = 1
    s1.consumer.isNFInstanceValid = TRUE
    s1.consumer.nfService1.isServiceInstanceValid = TRUE
    s1.consumer.nfService1.operation1.isParamVerified = TRUE
    s1.consumer.nfService1.operation1.isOperationValid = TRUE
    s1.consumer.nfService1.operation2.isParamVerified = TRUE
    s1.consumer.nfService1.operation2.isOperationValid = TRUE
  -> State: 1.3 <-
    s1.nfDiscoveryRequest.requesterID = 2
    s1.nfDiscoveryRequest.targetNFType = nf_2
    s1.nfDiscoveryRequest.requesterNFType = nf_2
    s1.initDiscoveryRequest = TRUE
    s1.isNFDiscovered1 = TRUE
    s1.foundNF = TRUE
    s1.nfDiscoveryRequest.isNFDiscReqValid = TRUE
  -> State: 1.4 <-
    disableOptionalParams_AT = FALSE
    s1.producer.model_id = 3
    s1.producer.CCA_subject = 3
    s1.producer.nfInstanceId = 3
    s1.producer.nfType = nf_2
    s1.producer.nfStatus = REGISTERED
    s1.producer.sNssais[2] = 1
    s1.producer.allowedNFTypes[2] = nf_4
    s1.producer.allowedsNssais[1] = 2
    s1.producer.allowedsNssais[2] = 2
    s1.producer.load = 3
    s1.producer.capacity = 3
    s1.producer.priority = 3
    s1.producer.nfService1.allowedNFTypes[2] = nf_2
    s1.producer.nfService1.load = 3
    s1.producer.nfService1.capacity = 3
    s1.producer.nfService1.priority = 3
    s1.producer.nfService1.serviceInstanceId = 31
    s1.producer.nfService1.serviceName = service_4
    s1.producer.nfService1.serviceStatus = REGISTERED
    s1.producer.nfService1.allowedsNssais[1] = 1
    s1.producer.nfService1.operation1.allowedNFInstances[1] = 4
    s1.producer.nfService1.operation1.opName = op_8
    s1.producer.nfService1.operation1.opScope1 = service_4
    s1.producer.nfService1.operation1.opScope2 = op_scope_8
    s1.producer.nfService1.operation1.param2.name = ueId
    s1.producer.nfService1.operation2.allowedNFInstances[1] = 4
    s1.producer.nfService1.operation2.opName = op_2
    s1.producer.nfService1.operation2.opScope1 = service_4
    s1.producer.nfService1.operation2.opScope2 = op_scope_8
    s1.producer.nfService1.operation2.param1.name = UNSPECIFIED
    s1.producer.nfService1.operation2.param2.name = ueId
    s1.prod_at_consumer.model_id = 3
    s1.prod_at_consumer.CCA_subject = 3
    s1.prod_at_consumer.nfInstanceId = 3
    s1.prod_at_consumer.nfType = nf_2
    s1.prod_at_consumer.nfStatus = REGISTERED
    s1.prod_at_consumer.sNssais[2] = 1
    s1.prod_at_consumer.allowedNFTypes[2] = nf_4
    s1.prod_at_consumer.allowedsNssais[1] = 2
    s1.prod_at_consumer.allowedsNssais[2] = 2
    s1.prod_at_consumer.load = 3
    s1.prod_at_consumer.capacity = 3
    s1.prod_at_consumer.priority = 3
    s1.prod_at_consumer.nfService1.allowedNFTypes[2] = nf_2
    s1.prod_at_consumer.nfService1.load = 3
    s1.prod_at_consumer.nfService1.capacity = 3
    s1.prod_at_consumer.nfService1.priority = 3
    s1.prod_at_consumer.nfService1.serviceInstanceId = 31
    s1.prod_at_consumer.nfService1.serviceName = service_4
    s1.prod_at_consumer.nfService1.serviceStatus = REGISTERED
    s1.prod_at_consumer.nfService1.allowedsNssais[1] = 1
    s1.prod_at_consumer.nfService1.operation1.allowedNFInstances[1] = 4
    s1.prod_at_consumer.nfService1.operation1.opName = op_8
    s1.prod_at_consumer.nfService1.operation1.opScope1 = service_4
    s1.prod_at_consumer.nfService1.operation1.opScope2 = op_scope_8
    s1.prod_at_consumer.nfService1.operation1.param2.name = ueId
    s1.prod_at_consumer.nfService1.operation2.allowedNFInstances[1] = 4
    s1.prod_at_consumer.nfService1.operation2.opName = op_2
    s1.prod_at_consumer.nfService1.operation2.opScope1 = service_4
    s1.prod_at_consumer.nfService1.operation2.opScope2 = op_scope_8
    s1.prod_at_consumer.nfService1.operation2.param1.name = UNSPECIFIED
    s1.prod_at_consumer.nfService1.operation2.param2.name = ueId
    s1.initProducer = TRUE
    s1.producer.isNFInstanceValid = TRUE
    s1.producer.nfService1.isServiceInstanceValid = TRUE
    s1.producer.nfService1.operation1.isParamVerified = TRUE
    s1.producer.nfService1.operation1.isOperationValid = TRUE
    s1.producer.nfService1.operation2.isParamVerified = TRUE
    s1.producer.nfService1.operation2.isOperationValid = TRUE
    s1.prod_at_consumer.isNFInstanceValid = TRUE
    s1.prod_at_consumer.nfService1.isServiceInstanceValid = TRUE
    s1.prod_at_consumer.nfService1.operation1.isParamVerified = TRUE
    s1.prod_at_consumer.nfService1.operation1.isOperationValid = TRUE
    s1.prod_at_consumer.nfService1.operation2.isParamVerified = TRUE
    s1.prod_at_consumer.nfService1.operation2.isOperationValid = TRUE
  -> State: 1.5 <-
    disableOptionalParams_AT = TRUE
    s1.accessTokenRequest.grantType = client_credentials
    s1.accessTokenRequest.nfInstanceId = 2
    s1.accessTokenRequest.targetNfInstanceId = 3
    s1.initATRequest = TRUE
  -- Loop starts here
  -> State: 1.6 <-
    disableOptionalParams_AT = FALSE
    s1.accessTokenRequest.grantType = none
    s1.accessTokenRequest.nfInstanceId = none
    s1.accessTokenRequest.targetNfInstanceId = none
  -> State: 1.7 <-
